"tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "subject" "activity"
"20" 0.27116593 -0.025972908 -0.094923481 -0.97012403 -0.90187818 -0.9652996 0.88868488 -0.41889767 0.046875908 -0.98890631 -0.98323615 -0.97134623 0.058055977 -0.024006991 -0.031103821 -0.95251521 -0.93148972 -0.97959714 -0.026489988 -0.086821561 0.12018605 -0.95170794 -0.96834668 -0.94386544 -0.1109612 -0.057722741 -0.039061843 -0.94984523 -0.97602371 -0.95500434 2 5
"21" 0.25309467 -0.044192268 -0.13929762 -0.96892213 -0.9103836 -0.91886033 0.88639445 -0.42463213 0.049435445 -0.97642372 -0.94935411 -0.98430715 0.069933008 -0.0029778293 -0.0087410564 -0.94378163 -0.92890125 -0.96683346 -0.025536965 -0.11232642 0.12869787 -0.94013604 -0.9574808 -0.93900763 -0.10432095 -0.027930448 -0.069738881 -0.94481275 -0.96642179 -0.93835316 2 5
"22" 0.27133883 -0.029954058 -0.11859533 -0.96093148 -0.90503507 -0.87126958 0.8782922 -0.44115702 0.039357117 -0.97823679 -0.94589569 -0.93292764 0.10063345 0.061156235 0.028254346 -0.9110978 -0.90753609 -0.93324296 -0.031374775 -0.053952104 0.073211718 -0.95113006 -0.91043949 -0.91614341 -0.097805754 -0.018566344 -0.081625418 -0.93067604 -0.90816606 -0.90775388 2 5
"23" 0.29926682 0.011798517 -0.031653276 -0.94875426 -0.84418244 -0.88070536 0.87638473 -0.44715997 0.039266249 -0.98946113 -0.97012703 -0.91379833 0.072036923 0.019867445 0.00019655927 -0.88857658 -0.86106469 -0.92702027 -0.035775411 -0.010620763 0.03852549 -0.95053621 -0.85592718 -0.74673048 -0.086341844 -0.043942122 -0.04379737 -0.91618991 -0.89101883 -0.73791892 2 5
"24" 0.29389749 0.01115091 -0.069281198 -0.96241329 -0.86333992 -0.85995713 0.88282593 -0.43031319 0.066307063 -0.97763912 -0.91799566 -0.86717267 0.067964088 -0.0080134702 -0.02831438 -0.92750791 -0.89498259 -0.96125155 -0.031933568 -0.080878973 0.067888599 -0.95451242 -0.87379114 -0.75439235 -0.089551643 -0.055978262 -0.039311445 -0.94605528 -0.93661541 -0.75060083 2 5
"25" 0.27563911 -0.015565524 -0.1254582 -0.98916068 -0.96851562 -0.96872274 0.88824855 -0.41368431 0.081629881 -0.99197651 -0.97603214 -0.969735 0.085393668 0.013232424 -0.015536821 -0.98039241 -0.97121581 -0.98048179 -0.033494339 -0.10529761 0.10193292 -0.96920737 -0.97220064 -0.96580084 -0.09617789 -0.044631724 -0.043954046 -0.98031888 -0.98318899 -0.97127637 2 5
"26" 0.27225459 -0.025051205 -0.13318432 -0.99115349 -0.96354868 -0.97316133 0.88833105 -0.41194179 0.075492335 -0.99607584 -0.99233821 -0.96880022 0.07232242 -0.0040930707 0.0022683017 -0.98679902 -0.97633977 -0.98315362 -0.032800503 -0.090070366 0.11430315 -0.97998548 -0.98331456 -0.97736636 -0.098093802 -0.03135971 -0.051153105 -0.98633375 -0.98639137 -0.98506684 2 5
"27" 0.27642711 -0.026277565 -0.12694133 -0.99298881 -0.96561954 -0.9657378 0.88653599 -0.41739217 0.065348552 -0.99497146 -0.97217475 -0.95317626 0.074509321 0.017702929 0.034901242 -0.99122791 -0.98334338 -0.99065479 -0.02498197 -0.070265151 0.092864514 -0.98470493 -0.98444181 -0.97051035 -0.10085785 -0.0402331 -0.070964995 -0.98876545 -0.99298212 -0.99171636 2 5
"28" 0.28016952 -0.014362437 -0.10047145 -0.99359232 -0.9719031 -0.97793999 0.88595445 -0.42208281 0.05903586 -0.99566606 -0.9876842 -0.98105626 0.072727808 0.010693404 0.0035057619 -0.98996687 -0.98474713 -0.98931245 -0.023093566 -0.066467535 0.080856878 -0.98872228 -0.98688683 -0.97959066 -0.093747448 -0.040897472 -0.063732156 -0.99058671 -0.99430137 -0.99142034 2 5
"29" 0.27746102 -0.01584543 -0.10639347 -0.99502745 -0.97159341 -0.97872472 0.88675759 -0.42075175 0.061267268 -0.99613717 -0.98906538 -0.98159227 0.076517346 0.010128253 -0.013201935 -0.98961731 -0.98141948 -0.9894596 -0.02648868 -0.074340759 0.082382273 -0.9901469 -0.99118254 -0.9850075 -0.10172432 -0.038908867 -0.051866697 -0.99147383 -0.99380568 -0.99351864 2 5
"30" 0.28837469 -0.0085476599 -0.10705876 -0.99334035 -0.9619744 -0.98449309 0.88727114 -0.41949043 0.062138516 -0.99569824 -0.98992735 -0.99078944 0.079692861 0.021893719 0.019722732 -0.99297171 -0.98450842 -0.99185676 -0.02724897 -0.070042463 0.072089463 -0.99325049 -0.99242499 -0.98659587 -0.098589224 -0.041452921 -0.048265495 -0.99406273 -0.9946282 -0.99371752 2 5
"31" 0.28590496 -0.0077447295 -0.10273652 -0.99188377 -0.96571091 -0.98415868 0.89033905 -0.41431632 0.063073539 -0.98596458 -0.97055933 -0.98387503 0.073692837 0.022299194 0.024172207 -0.99448244 -0.98340546 -0.99015863 -0.030446957 -0.069251086 0.084129975 -0.97846434 -0.98511749 -0.98276696 -0.13741057 -0.029849391 -0.038735438 -0.98464085 -0.99346953 -0.99098372 2 5
"32" 0.29648714 -0.014684879 -0.13980848 -0.98771367 -0.83424238 -0.94105035 0.95201324 -0.12719693 0.17324768 -0.97442821 -0.87785609 -0.9336702 0.074167624 -0.088429566 -0.00057513147 -0.98766148 -0.95062266 -0.98048751 -0.050171548 -0.073211502 0.1837903 -0.98222253 -0.95870792 -0.92994218 -0.092742071 -0.016699782 -0.11955963 -0.97836982 -0.98580596 -0.9740108 2 4
"33" 0.27723542 -0.025677001 -0.11843072 -0.99639048 -0.95268767 -0.96541011 0.95776214 -0.12120449 0.16651548 -0.99215769 -0.95481082 -0.94772651 0.074857362 0.031491585 0.0039751972 -0.99582259 -0.98541127 -0.99165507 -0.039016643 -0.060002794 0.12573995 -0.98842257 -0.99042251 -0.97940389 -0.091881126 -0.044009434 -0.058000018 -0.99410926 -0.99620321 -0.99132934 2 4
"34" 0.2782907 -0.014536086 -0.10524253 -0.99678611 -0.98839324 -0.98950215 0.95789199 -0.12711834 0.16163958 -0.99692667 -0.99157732 -0.99292938 0.079741234 0.0054060827 -0.0048041466 -0.99516755 -0.99168063 -0.99135946 -0.026046816 -0.067562509 0.10043377 -0.99622773 -0.995977 -0.97976111 -0.093176759 -0.035040875 -0.075882607 -0.99541364 -0.99836639 -0.99464282 2 4
"35" 0.27815992 -0.0076678258 -0.09927102 -0.99697493 -0.96211178 -0.987355 0.95792518 -0.12454962 0.16376124 -0.998006 -0.98845697 -0.9901987 0.07369633 0.0094546512 0.0058232317 -0.9950484 -0.98639555 -0.9912641 -0.022931403 -0.07347 0.078673144 -0.99632265 -0.9842731 -0.95701458 -0.097484223 -0.043075149 -0.056642047 -0.99567836 -0.99662006 -0.98807403 2 4
"36" 0.27664638 -0.0049748937 -0.104754 -0.99726953 -0.96546147 -0.98114499 0.95832834 -0.11858919 0.16680067 -0.99939896 -0.97259765 -0.98544416 0.075933689 0.014606303 -0.0051785599 -0.99392769 -0.97607626 -0.99182512 -0.025679464 -0.079004412 0.083575679 -0.99393599 -0.98238404 -0.95464749 -0.10158671 -0.046062898 -0.025882513 -0.99040851 -0.99414667 -0.98506173 2 4
"37" 0.27829493 -0.022664347 -0.11591945 -0.99724431 -0.96872118 -0.98613179 0.95832272 -0.11314063 0.16759019 -0.99952115 -0.9913736 -0.99196495 0.077460728 0.0038718084 -0.0099158808 -0.99287631 -0.97492111 -0.99132841 -0.025950876 -0.075040768 0.096736383 -0.99500391 -0.9837393 -0.97191748 -0.10026854 -0.035913252 -0.060497451 -0.99034158 -0.99328087 -0.98445627 2 4
"38" 0.27505303 -0.024059404 -0.10589705 -0.99525842 -0.97190867 -0.98360641 0.95841903 -0.1158856 0.1660208 -0.99888949 -0.98042137 -0.99596864 0.074694506 0.01564664 0.013952444 -0.99061035 -0.98198548 -0.99141782 -0.025511187 -0.071503399 0.091317208 -0.99623625 -0.98402467 -0.97392163 -0.097799765 -0.041339249 -0.061549315 -0.99416578 -0.99433016 -0.98593569 2 4
"39" 0.27486428 -0.01561837 -0.097528302 -0.99623776 -0.98664644 -0.989707 0.95761533 -0.11965332 0.16733906 -0.99595146 -0.99389772 -0.98683224 0.075529732 0.020093856 0.011850313 -0.99227354 -0.98618217 -0.98957602 -0.028197612 -0.072492716 0.081141936 -0.9966929 -0.98831115 -0.98393993 -0.097361152 -0.045318417 -0.050056318 -0.99552817 -0.99582541 -0.99134481 2 4
"40" 0.27871074 -0.016793927 -0.10524076 -0.99859653 -0.9906669 -0.98746213 0.95685371 -0.11945235 0.17076173 -0.99854623 -0.99717066 -0.98719726 0.075792868 0.0082702907 -0.0046005261 -0.99673138 -0.99093654 -0.98935414 -0.027541794 -0.073323286 0.080225072 -0.99633885 -0.98906109 -0.98681453 -0.099417698 -0.038310487 -0.060352158 -0.99489164 -0.99592158 -0.99201559 2 4
"41" 0.27822455 -0.016181738 -0.1075716 -0.99822604 -0.99043752 -0.98923957 0.95709207 -0.11889701 0.17216278 -0.99865366 -0.99858765 -0.99630003 0.076381493 0.0032129773 -0.00018746671 -0.99810136 -0.98993492 -0.99254022 -0.027905922 -0.075317726 0.084110903 -0.99598121 -0.99154022 -0.99012716 -0.098601087 -0.040436174 -0.052897202 -0.9935933 -0.99644922 -0.99302309 2 4
"42" 0.27625455 -0.016985093 -0.10885324 -0.99639413 -0.98567065 -0.98354536 0.957125 -0.11843093 0.17257908 -0.99902145 -0.997234 -0.99413399 0.077142483 0.017151419 -0.0013815426 -0.99658085 -0.98474296 -0.99069383 -0.028386406 -0.075428757 0.084448765 -0.99441796 -0.98896745 -0.98331636 -0.095803874 -0.044492057 -0.050073195 -0.993369 -0.99440543 -0.99094466 2 4
"43" 0.27574674 -0.015388072 -0.10505767 -0.99581447 -0.98247951 -0.9819142 0.9567784 -0.11826838 0.17243002 -0.99838027 -0.99703086 -0.99311082 0.076351845 0.013059249 0.001419995 -0.99383983 -0.98486341 -0.99254104 -0.02833208 -0.074596168 0.085722107 -0.99104087 -0.98628489 -0.97696868 -0.096556649 -0.04018711 -0.048712881 -0.99111869 -0.99276635 -0.98664924 2 4
"44" 0.28028279 -0.019175262 -0.10932156 -0.99531257 -0.975241 -0.97892176 0.95656471 -0.11752757 0.17319654 -0.99757762 -0.99353276 -0.98846658 0.077208833 0.003495444 -0.00073970854 -0.99278339 -0.98489323 -0.99591241 -0.026969226 -0.075102151 0.089479676 -0.99222869 -0.98504205 -0.97828727 -0.10128222 -0.039297873 -0.059640136 -0.99313152 -0.99471673 -0.98852767 2 4
"45" 0.28540286 0.002355779 -0.16984868 -0.95371281 -0.86194417 -0.78706775 0.97078586 -0.14664468 0.070036345 -0.91948606 -0.85676875 -0.74690999 0.056061067 0.090742267 0.11850025 -0.95368813 -0.94604718 -0.97086316 -0.2445337 0.051893002 -0.41735088 -0.9329845 -0.95320268 -0.84072691 -0.059146721 -0.028476505 0.049935806 -0.9724896 -0.98051923 -0.9674775 2 4
"46" 0.27047249 -0.0089373643 -0.095150167 -0.98563184 -0.91172769 -0.94366406 0.97523081 -0.14167883 0.04680685 -0.9759878 -0.9309246 -0.95667189 0.078423432 -0.029601453 0.006568441 -0.9774202 -0.98297468 -0.98773552 -0.14713738 0.0087484106 -0.16525629 -0.93954559 -0.95370477 -0.85682435 -0.058538154 -0.056981822 0.02175631 -0.99074421 -0.98975456 -0.98532363 2 4
"47" 0.28022445 -0.028037933 -0.12428498 -0.99664261 -0.9761271 -0.98747869 0.97188567 -0.13578742 0.050809506 -0.99583498 -0.97340841 -0.97859934 0.082323028 0.0094048744 -0.016392014 -0.99289105 -0.98862958 -0.99372502 -0.071616512 -0.057229845 0.016180468 -0.95964544 -0.98873638 -0.94393931 -0.068334522 -0.046884861 -0.020184879 -0.99637572 -0.99416146 -0.98987307 2 4
"48" 0.27724091 -0.01767369 -0.12039377 -0.99512799 -0.9871038 -0.98904192 0.97291478 -0.14172722 0.0453806 -0.99880018 -0.98854617 -0.97180417 0.075848405 0.03363227 -0.00046564644 -0.98752889 -0.98612875 -0.9900962 -0.029355164 -0.077127117 0.089804957 -0.98336831 -0.98930227 -0.97755762 -0.086298193 -0.041153213 -0.031678018 -0.99508865 -0.9931168 -0.98345132 2 4
"49" 0.27925474 -0.012044574 -0.11526539 -0.98482887 -0.96879944 -0.96316567 0.97305475 -0.14153892 0.04091304 -0.9997964 -0.98926855 -0.99196828 0.065939902 0.015001399 -0.0011348123 -0.97442851 -0.97658469 -0.97887286 -0.015577629 -0.081883642 0.11290142 -0.98529386 -0.96188178 -0.96851285 -0.10223895 -0.034024279 -0.066284827 -0.98168542 -0.98320452 -0.97033997 2 4
"50" 0.27981772 -0.010396061 -0.11320248 -0.98493079 -0.95923068 -0.96438621 0.97327809 -0.13761653 0.038872702 -0.99902909 -0.98490733 -0.98913861 0.07463448 -0.02744252 0.0079791098 -0.97657193 -0.97306215 -0.98131878 -0.016789285 -0.080774312 0.12788896 -0.98366942 -0.95989187 -0.95371276 -0.10379423 -0.040720764 -0.048389537 -0.97966344 -0.98176957 -0.96994518 2 4
"51" 0.27579491 -0.034804666 -0.10983325 -0.99417869 -0.92858508 -0.99348617 0.9737383 -0.13624316 0.036339561 -0.99904087 -0.98138727 -0.98956689 0.08228413 -0.0036980041 0.008195098 -0.99085772 -0.98303852 -0.99150591 -0.021958268 -0.068529481 0.12529715 -0.99170116 -0.98209978 -0.95751786 -0.096185116 -0.046358755 -0.045396181 -0.99074957 -0.99049779 -0.98315551 2 4
"52" 0.27379132 -0.041945691 -0.10724671 -0.99483845 -0.94900945 -0.98929992 0.9733727 -0.14797011 0.03520866 -0.99671867 -0.93773675 -0.99570813 0.075690948 0.038669285 0.0010182271 -0.99065783 -0.98980653 -0.99237329 -0.025688285 -0.073270706 0.091985955 -0.99661203 -0.98722753 -0.96992626 -0.096574607 -0.044535052 -0.071298218 -0.99574817 -0.99500273 -0.98880585 2 4
"53" 0.27609539 -0.018046144 -0.11243656 -0.99592796 -0.96849709 -0.98746474 0.97218035 -0.16143042 0.035495106 -0.99667264 -0.9753293 -0.99333685 0.077046851 0.03047743 -0.007835288 -0.9919048 -0.98847409 -0.99466953 -0.026657781 -0.078053488 0.070051752 -0.99769397 -0.99065035 -0.98998996 -0.097957206 -0.039529618 -0.053186741 -0.99674132 -0.99639728 -0.99269691 2 4
"54" 0.27767523 -0.012379484 -0.10466656 -0.99824732 -0.98968847 -0.97817711 0.97156856 -0.16212082 0.034019738 -0.99949096 -0.98790344 -0.98775243 0.07794397 0.0086732393 0.0065144189 -0.99549001 -0.98874009 -0.99476802 -0.02730424 -0.063308856 0.075233247 -0.99822217 -0.99279435 -0.99301176 -0.098587002 -0.034474329 -0.051241529 -0.99722796 -0.99690064 -0.9943894 2 4
"55" 0.27679437 -0.017846957 -0.099866917 -0.99683186 -0.98725167 -0.97461636 0.97148516 -0.15944776 0.035579575 -0.99947294 -0.99553439 -0.97592964 0.071987524 0.011985198 -0.0067160452 -0.99374656 -0.98721727 -0.99504459 -0.028255667 -0.078036283 0.082192061 -0.99657538 -0.9817962 -0.98158003 -0.096706734 -0.04535947 -0.063459168 -0.99729181 -0.99548444 -0.99027026 2 4
"56" 0.17376905 -0.024869125 -0.094733441 -0.8938616 -0.94420408 -0.96082431 -0.69553313 0.72141371 0.67577988 -0.79814709 -0.99054068 -0.9808685 0.14824513 0.018076146 -0.0099643768 -0.91683397 -0.94576047 -0.96825575 -0.0023142606 -0.38134958 0.28917439 -0.95270527 -0.9294601 -0.8861205 -0.1061418 -0.024243291 -0.073149089 -0.96026856 -0.93939114 -0.90528924 2 6
"57" 0.3009048 -0.023610414 -0.096890735 -0.98681212 -0.974874 -0.9869338 -0.72762928 0.71743485 0.68079188 -0.97539016 -0.98538598 -0.97649265 0.084172767 0.013429448 -0.0088533945 -0.98356356 -0.97996292 -0.98975629 -0.031533371 -0.24528334 0.15656219 -0.98720614 -0.95112948 -0.94152353 -0.098648269 -0.0088691152 -0.098258239 -0.98611208 -0.98672806 -0.98367508 2 6
"58" 0.28567994 -0.021402652 -0.099788959 -0.98882456 -0.99010644 -0.99850164 -0.72085621 0.71396105 0.68526411 -0.97869812 -0.99342254 -0.98917087 0.059172424 0.020983328 0.003382057 -0.98741145 -0.98856702 -0.99473185 -0.039082748 -0.13179261 0.079899406 -0.99495801 -0.97124494 -0.97196367 -0.1007216 -0.030101192 -0.073474108 -0.99422339 -0.99030562 -0.98924489 2 6
"59" 0.27205902 -0.021271356 -0.10063642 -0.99521892 -0.99197156 -0.99657104 -0.71824729 0.71111133 0.68862349 -0.99439039 -0.98893361 -0.98558872 0.076035903 0.013382995 -0.007992728 -0.99049702 -0.99305729 -0.99442248 -0.035839184 -0.074036713 0.059131448 -0.99576698 -0.9882587 -0.99737727 -0.095766701 -0.031586378 -0.051629454 -0.99705713 -0.99300463 -0.99530303 2 6
"60" 0.27631974 -0.017844672 -0.10385552 -0.99576459 -0.99564856 -0.9942946 -0.71982373 0.70859517 0.69142117 -0.99750135 -0.99469385 -0.99334447 0.083713455 0.011526507 -0.0058181692 -0.99257405 -0.99568368 -0.9947109 -0.03070443 -0.057090164 0.064112225 -0.99802023 -0.99601934 -0.99529468 -0.095886296 -0.037434207 -0.049878664 -0.9961178 -0.99436751 -0.9933751 2 6
"61" 0.27869543 -0.017640511 -0.10511841 -0.99746842 -0.99845545 -0.99334269 -0.72009525 0.7081513 0.69318963 -0.99941554 -0.998695 -0.9931461 0.075670506 0.0068063114 0.0077829162 -0.99467264 -0.99461526 -0.99288006 -0.02852509 -0.057714662 0.07397583 -0.998612 -0.99716856 -0.99530842 -0.097260231 -0.042370195 -0.053067421 -0.9959825 -0.99619173 -0.9938778 2 6
